store,brand,week,price1,price2,price3,price4,price5,price6,price7,price8,price9,price10,price11,deal,feat,sales
1,4,309,2.03,2.61,2.37,2.59,2.14,2.15,3.97,4.7,4.72,3.06,1.63,0,1,151.3
1,4,310,2.89,2.15,2.15,1.88,4.52,1.54,2.63,4.59,3.29,1.48,2.68,1,0,190.1
1,4,311,2.83,3.79,3.81,2.48,3.98,4.65,4.93,3.42,3.16,3.69,2.67,0,1,116.6
1,4,312,1.69,4.6,1.78,4.29,1.13,2.71,1.28,1.55,4.85,4.05,1.26,1,1,151.4
1,4,313,1.62,3.48,1.38,2.75,3.14,1.92,3.56,2.37,4.85,1.38,4.36,1,1,135.8
1,4,314,3.84,4.64,2.46,4.15,3.52,2.53,4.68,2.96,2.4,1.38,1.55,0,0,195.6
1,4,315,3.26,3.07,1.47,3.76,1.75,1.1,4.92,1.74,2.83,1.95,1.88,1,1,148.9
1,4,316,2.85,3.23,4.27,2.48,3.3,1.5,1.87,2.03,3.76,3.14,4.38,0,0,171.6
1,4,317,4.96,2.05,2.18,1.43,2.28,1.47,3.25,4.97,2.41,4.4,2.6,1,1,176.0
1,4,318,2.96,4.41,2.38,4.8,2.76,2.0,4.84,2.61,3.24,3.41,4.04,0,1,119.3
1,4,319,4.55,1.5,4.16,3.22,1.52,4.37,4.14,4.6,3.01,1.65,4.47,0,0,136.8
1,4,320,2.14,3.36,2.9,4.54,1.24,1.77,2.67,2.9,2.68,1.48,4.23,1,0,152.4
1,4,321,2.21,4.38,3.67,1.89,2.31,4.57,3.49,2.21,4.59,3.39,4.84,0,0,108.3
1,4,322,1.46,3.39,3.6,1.21,1.18,1.14,3.76,1.11,3.64,2.03,3.88,1,1,175.1
1,4,323,1.14,3.02,3.64,2.85,1.59,3.45,2.0,4.64,4.37,1.95,1.25,0,0,146.9
1,4,324,4.58,4.93,2.06,4.96,4.78,3.26,1.39,4.94,2.3,1.16,2.74,0,1,133.8
1,4,325,1.64,4.65,4.14,1.02,3.07,1.6,1.12,2.49,3.89,2.8,3.32,1,0,140.2
1,4,326,3.1,2.25,1.2,4.63,4.13,3.18,2.54,4.94,3.9,2.32,4.48,1,0,174.9
1,4,327,4.94,3.99,2.48,3.39,4.15,2.23,3.13,4.67,1.87,4.76,2.41,0,1,155.7
1,4,328,3.3,1.06,1.87,2.62,3.31,1.74,4.27,1.5,3.49,2.54,3.9,1,0,173.8
1,4,329,4.43,1.11,2.94,3.31,2.71,1.66,3.44,4.97,2.63,1.49,2.7,0,1,121.2
1,4,330,3.21,2.74,2.26,1.13,3.07,2.25,1.38,3.3,2.46,1.17,2.64,1,1,112.8
1,4,331,1.66,2.5,3.04,4.54,4.77,3.39,4.28,1.65,3.7,4.52,1.48,0,0,183.3
1,4,332,1.5,4.13,2.99,2.13,4.67,4.91,3.73,2.0,3.22,2.85,3.0,1,1,149.6
1,4,333,3.61,1.73,1.64,2.84,3.62,1.2,2.3,3.86,3.39,1.14,3.29,1,1,166.9
1,4,334,2.22,4.64,1.23,3.17,4.99,3.93,3.44,4.6,2.04,4.68,3.16,0,0,186.7
1,4,335,3.4,4.77,4.73,3.73,1.91,3.74,4.58,4.85,3.69,2.19,2.12,0,1,116.4
1,4,336,1.54,4.01,2.74,4.62,1.14,4.86,4.36,4.23,2.11,3.11,4.62,0,1,184.7
1,4,337,2.0,2.05,4.21,2.46,4.88,1.01,1.16,4.85,2.2,1.48,2.97,1,1,183.8
1,4,338,1.06,1.24,2.12,1.16,3.06,3.18,4.63,2.52,3.64,4.6,1.59,0,1,163.5
1,4,339,3.27,2.15,1.33,1.04,4.22,1.99,4.22,2.63,1.39,3.45,4.92,0,0,158.6
1,4,340,2.22,3.05,3.74,4.19,4.19,1.84,2.46,2.78,4.47,3.45,4.48,1,1,121.5
1,4,341,1.61,4.56,3.06,2.58,2.38,2.39,2.45,4.02,3.33,2.87,2.7,1,0,175.5
1,4,342,3.78,3.53,2.22,1.59,2.82,2.29,2.95,4.77,2.09,4.9,2.85,1,1,187.8
1,4,343,2.73,3.44,3.98,2.73,3.81,4.32,1.52,3.68,3.64,4.29,1.37,0,0,173.6
1,4,344,1.11,2.01,3.8,1.75,1.84,3.37,3.04,1.52,3.76,1.81,3.03,0,0,111.3
1,4,345,3.12,2.42,4.77,1.96,2.43,3.19,2.05,1.74,2.51,4.64,4.12,1,1,135.5
1,4,346,3.75,4.08,2.9,3.64,2.38,2.51,3.52,4.48,1.89,4.9,1.98,0,0,103.6
1,4,347,2.02,1.97,3.26,4.43,3.23,4.73,4.68,1.25,1.88,2.95,4.44,0,0,115.0
1,4,348,3.67,3.95,4.33,2.26,1.04,3.51,2.17,2.72,1.15,2.35,3.62,0,1,140.6
1,4,349,2.16,3.71,1.22,2.36,2.75,3.9,1.17,2.1,2.85,1.68,2.23,1,1,147.8
1,4,350,2.04,2.15,3.64,2.53,2.29,4.72,2.7,2.53,4.57,1.72,4.85,1,0,187.5
1,4,351,2.72,2.02,1.26,4.24,4.56,4.33,4.2,3.89,4.18,2.71,4.06,0,0,154.7
1,4,352,4.39,2.84,2.55,2.67,3.2,1.3,3.79,3.36,3.61,3.62,3.48,1,0,145.1
1,4,353,1.67,4.49,3.4,2.62,3.57,3.69,4.76,3.6,2.61,2.61,2.85,1,1,116.3
1,4,354,3.08,1.12,1.75,1.97,3.78,3.42,2.12,4.27,3.81,2.92,1.57,0,0,181.8
1,4,355,3.11,2.34,3.81,1.61,1.84,4.41,3.09,4.03,4.25,1.12,3.57,1,0,159.9
1,4,356,1.91,2.52,1.69,3.32,2.21,4.91,3.23,1.52,3.8,1.58,3.87,0,0,146.1
1,4,357,2.07,3.94,4.47,2.83,1.21,2.21,3.53,2.67,4.31,3.32,3.65,1,0,114.1
1,4,358,3.12,1.08,1.13,3.44,1.16,2.13,1.47,4.66,2.61,2.45,4.64,1,1,184.2
1,4,359,2.86,3.35,2.89,4.5,1.01,2.55,1.14,2.37,4.8,2.35,1.92,0,0,151.9
1,4,360,1.45,4.09,4.16,3.58,4.43,3.47,4.19,1.71,1.39,3.99,1.47,0,0,196.8
1,4,361,3.19,4.2,1.26,2.73,1.11,4.57,1.92,4.41,2.45,2.75,4.54,1,0,143.0
1,4,362,3.76,3.81,4.33,4.54,3.13,2.31,1.17,2.6,3.4,2.0,3.37,0,1,137.1
1,4,363,3.39,3.61,2.56,1.49,3.17,4.36,1.77,4.64,2.3,4.86,2.06,1,1,136.3
1,4,364,2.95,2.75,2.42,4.41,1.45,4.55,2.22,1.91,2.94,3.38,1.45,0,0,130.5
1,4,365,4.18,1.59,2.68,4.58,3.2,1.74,4.63,4.03,2.24,3.22,2.2,0,0,136.5
1,4,366,3.7,2.42,1.68,2.2,4.84,1.21,4.85,1.03,3.2,3.82,4.89,0,0,101.4
1,4,367,4.72,3.85,1.13,2.84,2.61,4.37,1.25,4.6,2.41,2.6,1.12,1,1,173.2
1,4,368,2.62,3.61,3.26,3.84,3.15,3.82,3.54,2.06,3.4,3.58,2.5,1,1,169.2
1,4,369,1.49,2.37,4.69,4.71,3.26,1.16,3.35,5.0,2.46,4.04,1.2,0,1,109.7
1,4,370,2.07,3.08,3.29,4.71,3.58,4.53,2.78,3.42,2.5,3.07,2.5,1,0,188.5
1,4,371,2.45,2.94,4.68,4.61,4.04,3.39,1.16,1.16,1.84,4.43,4.17,1,0,179.9
1,4,372,2.6,4.48,2.23,4.01,1.66,1.67,3.52,4.66,2.8,4.1,1.93,1,1,128.2
1,4,373,2.5,4.9,1.8,1.16,2.56,1.14,1.73,3.66,4.78,1.23,2.49,0,0,174.1
1,4,374,1.96,1.02,4.74,2.22,1.83,1.81,1.75,2.99,4.76,2.74,1.94,0,0,171.3
1,5,1,3.49,2.87,2.59,4.89,1.76,1.56,3.5,3.98,3.33,4.06,4.59,0,0,155.9
1,5,2,3.09,4.75,4.47,4.08,4.63,3.12,3.56,2.95,3.42,1.88,1.67,1,1,166.5
1,5,3,4.86,3.94,2.37,2.21,3.45,2.38,3.08,1.06,3.31,1.76,2.75,0,0,138.8
1,5,4,1.08,4.65,4.48,4.49,1.96,2.24,2.59,4.93,2.61,2.52,1.7,1,0,141.0
1,5,5,1.41,3.47,3.67,2.77,2.82,3.8,3.8,2.92,4.85,3.64,2.01,0,1,187.0
1,5,6,2.48,4.19,2.16,2.38,1.47,4.11,2.36,3.93,4.03,3.83,4.44,1,0,180.2
1,5,7,2.95,3.2,4.08,3.7,2.01,4.42,4.02,3.62,3.59,4.08,2.32,1,1,167.3
1,5,8,3.47,2.7,4.62,4.77,4.2,3.07,3.63,4.08,4.46,4.28,3.68,1,0,168.6
1,5,9,4.09,1.21,3.51,4.34,4.27,2.4,4.83,1.82,3.72,3.98,3.54,0,0,116.1
1,5,10,2.22,1.09,4.01,4.65,3.59,1.47,4.55,3.77,4.11,2.72,4.19,1,0,124.6
1,5,11,2.09,4.96,1.44,2.65,1.25,3.25,1.26,1.39,4.55,2.26,1.62,0,1,125.0
1,5,12,3.44,4.82,3.73,3.57,3.48,3.65,2.87,2.9,3.82,3.63,4.11,0,0,112.0
1,5,13,4.58,4.36,2.42,3.04,1.01,3.19,1.86,2.17,3.7,1.9,1.87,0,0,148.2
1,5,14,1.88,2.31,4.47,4.9,4.62,4.73,1.76,4.54,2.57,3.69,4.4,0,1,113.9
1,5,15,4.39,4.6,3.86,3.68,3.07,1.68,4.62,3.54,1.81,3.89,2.67,1,0,116.8
1,5,16,4.89,4.52,3.12,1.49,3.6,2.2,1.7,4.19,3.83,2.09,3.5,1,0,179.1
1,5,17,4.07,1.61,1.57,1.42,1.44,2.84,1.32,3.01,2.58,2.29,2.97,1,1,181.1
1,5,18,1.33,4.15,3.94,1.54,4.67,3.74,2.05,4.5,4.22,1.87,3.64,1,1,185.4
1,5,19,1.05,2.1,3.36,2.98,1.93,3.91,3.47,2.48,3.96,4.85,1.32,0,1,111.2
1,5,20,4.96,4.08,2.14,1.08,4.4,1.59,1.66,3.28,3.17,1.22,4.37,0,1,169.1
1,5,21,2.64,3.64,2.43,2.17,2.09,4.92,4.58,4.49,1.43,1.67,4.35,1,0,185.4
1,5,22,2.91,4.08,3.21,4.7,1.54,4.35,1.99,3.42,2.87,3.48,2.68,0,0,160.0
1,5,23,1.11,1.25,3.03,4.71,1.31,3.12,3.18,1.96,2.81,3.89,1.75,0,1,127.3
1,5,24,2.39,2.9,4.2,2.03,4.01,4.22,3.08,4.9,2.62,1.2,4.94,1,1,106.1
1,5,25,1.36,3.16,3.99,2.03,1.62,1.37,3.34,2.98,3.64,4.31,4.57,0,0,182.2
1,5,26,1.68,3.18,3.89,3.93,3.78,3.44,4.23,4.15,1.49,3.4,4.43,1,1,179.4
1,5,27,3.68,2.17,2.6,4.03,4.63,2.42,3.91,3.59,4.38,2.98,1.22,1,0,130.7
1,5,28,4.32,1.58,1.87,4.78,2.57,3.6,1.32,2.23,4.43,2.22,4.66,1,0,123.3
1,5,29,4.35,2.22,2.45,4.85,4.55,2.6,2.17,1.31,4.09,4.03,2.4,1,1,119.0
1,5,30,3.53,2.53,1.4,4.51,3.4,2.82,2.57,3.13,1.63,4.48,1.62,1,1,133.0
1,5,31,4.57,2.34,1.66,2.41,4.85,1.56,3.29,2.48,4.57,4.3,2.41,0,1,157.9
1,5,32,3.46,4.36,1.44,3.4,4.36,3.92,4.38,3.61,2.27,3.09,2.35,0,1,125.6
1,5,33,1.88,2.48,3.3,2.96,4.83,2.82,3.61,2.59,3.03,4.93,2.7,0,0,133.0
1,5,34,3.56,4.2,2.97,2.94,4.97,1.47,4.06,1.01,1.56,3.54,4.44,0,0,149.5
1,5,35,1.63,2.03,1.01,1.05,1.63,3.13,2.36,3.54,3.4,2.7,2.69,0,1,172.2
1,5,36,1.19,3.94,2.65,2.63,2.33,1.51,2.71,4.12,1.85,3.27,3.54,1,0,123.4
1,5,37,1.12,3.7,1.86,1.76,2.84,1.23,4.27,2.69,2.65,3.6,1.98,0,1,135.4
1,5,38,2.27,1.57,2.34,2.67,3.38,1.47,3.98,1.59,2.92,3.43,3.34,1,0,171.0
1,5,39,3.7,4.68,4.16,1.8,1.84,2.93,2.67,4.98,3.2,1.55,1.07,0,0,143.3
1,5,40,2.83,2.87,4.46,2.6,4.04,1.06,3.32,1.59,2.7,1.95,4.93,1,1,180.8
1,5,41,3.62,2.27,3.63,2.87,3.81,1.53,3.04,4.01,2.58,4.84,2.79,0,0,120.3
1,5,42,2.06,4.04,2.18,1.77,4.38,2.11,2.71,1.72,4.59,2.68,3.43,0,1,123.6
1,5,43,2.02,1.9,1.4,3.43,4.9,2.87,1.87,2.73,2.97,4.81,4.78,1,0,104.5
1,5,44,2.07,1.5,3.46,1.08,4.53,2.27,3.21,1.17,1.3,1.03,1.86,1,0,134.1
1,5,45,4.77,2.88,4.48,4.71,4.29,4.41,4.08,3.2,1.72,2.73,2.86,1,0,171.6
1,5,46,3.08,2.35,1.99,2.38,2.84,4.99,2.69,3.61,1.19,2.01,2.48,0,0,177.4
1,5,47,1.5,3.47,2.88,2.35,2.74,3.98,4.59,3.45,1.07,1.92,4.36,1,1,106.3
1,5,48,2.7,4.96,2.25,1.88,1.94,2.88,4.37,1.43,2.49,3.93,4.1,0,1,141.7
1,5,49,4.98,4.39,1.46,2.74,3.64,3.49,1.58,4.34,3.58,2.39,4.77,1,1,143.6
1,5,50,1.19,1.04,1.89,1.51,1.05,1.99,4.96,3.7,2.42,2.99,1.37,0,1,165.5
1,5,51,1.59,4.65,1.4,3.35,4.08,2.99,1.75,4.76,1.42,3.74,4.53,1,0,175.4
1,5,52,2.32,3.97,2.4,3.86,1.85,1.47,1.79,2.66,1.54,2.28,2.18,0,0,169.6
1,5,53,3.07,2.37,3.85,4.15,2.42,4.15,2.46,3.06,2.95,1.84,1.55,0,0,182.6
1,5,54,1.95,3.62,3.26,4.95,3.71,3.65,2.73,1.67,2.32,2.7,3.06,1,0,117.4
1,5,55,2.29,3.13,3.1,4.21,3.02,4.77,2.26,3.09,3.05,1.28,3.09,0,1,140.1
1,5,56,4.19,4.95,2.08,3.48,2.04,4.99,4.78,1.62,4.98,3.14,2.41,0,1,105.3
1,5,57,1.3,2.37,1.12,3.08,4.32,2.48,4.57,1.49,1.95,3.18,4.6,0,0,197.2
1,5,58,4.75,1.8,1.4,4.4,3.8,1.92,4.59,1.39,2.32,1.35,3.67,1,1,122.5
1,5,59,3.65,2.26,3.91,3.81,3.75,3.7,1.83,1.22,3.32,1.05,2.09,1,0,147.9
1,5,60,1.64,3.45,2.94,1.87,4.39,4.01,4.99,3.23,1.53,4.94,1.42,0,1,196.0
1,5,61,1.68,1.19,3.43,1.05,3.83,2.49,4.68,1.66,1.14,2.45,2.06,1,1,111.7
1,5,62,2.28,1.74,2.8,4.59,3.65,1.74,2.93,4.16,4.94,3.38,3.4,1,0,174.4
1,5,63,1.22,4.88,3.07,2.08,2.47,3.02,3.18,1.27,4.1,2.42,4.57,0,1,183.9
1,5,64,2.99,3.61,1.49,1.92,1.01,1.41,4.82,2.97,3.27,1.96,1.78,0,0,183.6
1,5,65,4.93,3.83,2.35,3.63,1.7,1.88,4.62,2.86,3.78,2.0,3.1,0,1,168.4
1,5,66,1.85,2.47,4.7,4.1,2.06,1.24,1.26,1.5,1.41,4.64,4.8,1,0,190.4
1,5,67,1.37,1.3,2.34,1.48,2.24,3.02,4.02,2.88,1.92,4.51,2.73,1,1,124.7
1,5,68,4.08,3.91,3.53,1.42,1.65,1.58,1.19,2.23,2.71,3.11,1.72,0,0,166.4
1,5,69,2.21,1.39,4.72,3.26,3.85,3.92,3.56,3.07,1.6,2.35,1.36,1,1,158.5
1,5,70,4.87,4.96,2.32,2.32,4.28,1.32,1.56,3.72,4.9,2.9,3.4,1,0,196.1
1,5,71,3.8,4.6,1.42,3.4,3.52,1.63,2.17,2.88,4.53,1.03,4.22,1,0,191.9
1,5,72,4.51,2.24,3.29,2.8,4.98,4.26,4.43,1.37,1.86,4.43,1.48,1,0,110.5
1,5,73,4.26,4.11,1.22,2.42,4.79,1.67,1.25,1.52,4.84,4.25,3.96,1,1,163.0
1,5,74,1.86,3.71,2.21,4.39,1.7,1.34,1.55,2.57,2.63,4.83,3.29,1,0,165.0
1,5,75,1.6,2.95,4.78,1.84,4.68,4.57,1.6,3.79,1.46,4.02,1.3,0,1,186.5
1,5,76,1.14,1.07,4.58,1.45,2.23,3.33,1.71,3.5,4.84,3.27,3.17,1,1,147.9
1,5,77,3.02,1.36,1.54,2.59,3.03,3.42,4.18,2.58,4.15,2.11,2.47,1,1,114.2
1,5,78,4.11,3.38,3.59,2.87,4.98,1.48,1.34,3.73,1.96,4.61,2.59,0,1,172.1
1,5,79,4.01,3.37,2.35,2.83,3.76,1.48,4.69,4.41,3.03,3.23,4.58,1,1,102.1
1,5,80,4.4,3.21,4.81,3.06,3.11,1.88,2.81,2.31,4.01,2.33,4.22,0,0,182.8
1,5,81,4.86,2.49,4.13,2.07,1.28,1.08,3.78,3.4,1.41,2.22,1.38,0,0,133.6
1,5,82,2.29,4.88,1.08,1.01,2.02,2.82,3.1,3.73,2.41,1.95,1.57,0,0,122.6
1,5,83,2.52,1.03,4.26,1.34,1.59,3.76,3.65,4.05,2.13,3.89,1.17,1,0,134.7
1,5,84,3.92,3.73,2.6,1.49,3.0,1.0,1.34,3.43,2.16,2.3,1.44,0,0,137.0
1,5,85,1.0,3.13,1.75,1.69,4.63,2.45,3.02,4.93,1.07,1.23,2.46,1,1,169.1
1,5,86,4.04,2.1,3.62,2.79,4.71,2.09,3.34,4.79,3.3,2.23,2.35,1,1,195.7
1,5,87,4.52,3.02,2.98,1.84,4.54,2.13,4.99,1.87,4.19,2.59,3.86,1,0,174.9
1,5,88,1.3,1.56,3.17,4.96,3.87,4.67,1.66,3.05,2.15,3.28,3.51,0,1,165.6
1,5,89,2.54,1.47,1.12,4.98,1.85,1.18,1.48,2.21,3.95,1.14,2.55,1,0,113.9
1,5,90,1.05,4.14,3.85,3.28,1.09,2.69,2.92,2.38,1.79,1.46,4.57,1,0,171.0
1,5,91,4.73,2.28,1.6,3.72,3.06,2.87,2.61,4.81,2.51,1.06,1.36,0,1,151.4
1,5,92,4.64,2.11,1.66,2.18,4.09,4.17,1.51,1.69,4.85,4.6,2.25,1,1,166.4
1,5,93,3.94,1.26,2.81,3.03,1.81,2.63,1.41,1.42,2.72,1.41,2.43,0,0,181.8
1,5,94,4.95,3.18,4.82,2.85,4.5,3.05,2.41,2.94,3.33,4.09,3.77,0,0,114.4
1,5,95,4.83,4.74,3.91,4.16,1.05,1.6,4.95,2.36,3.78,1.61,1.18,1,1,148.1
1,5,96,3.02,4.86,3.15,3.19,3.61,1.07,3.96,2.0,3.46,2.93,1.86,1,0,183.8
1,5,97,2.3,4.85,4.65,2.57,2.84,4.86,3.83,4.8,4.98,2.46,1.69,1,0,148.2
1,5,98,3.63,2.58,3.92,2.46,2.21,1.09,1.68,3.07,2.09,3.12,4.61,0,0,195.0
1,5,99,1.37,2.98,3.99,4.87,3.89,1.04,3.14,2.5,2.1,1.07,2.38,1,0,132.4
1,5,100,1.2,4.13,3.98,2.72,1.28,3.67,4.39,2.84,4.82,1.23,2.68,0,1,153.7
1,5,101,3.99,1.21,3.03,1.84,1.11,4.04,1.45,3.8,2.71,4.92,2.64,1,0,114.5
1,5,102,1.9,4.73,3.3,4.21,4.45,3.68,2.09,3.98,2.9,4.29,3.13,0,0,142.2
1,5,103,4.05,1.04,3.99,3.3,3.99,2.03,3.41,1.06,2.95,3.15,4.21,0,1,145.6
1,5,104,3.52,2.56,1.16,3.09,1.59,3.77,4.08,3.98,4.88,1.0,2.81,0,1,163.0
1,5,105,4.97,1.66,3.85,1.96,1.14,1.8,3.12,4.64,2.85,4.66,2.72,1,1,189.7
1,5,106,4.54,4.74,4.13,1.21,4.3,1.7,3.53,3.48,1.83,1.22,1.04,1,1,167.2
1,5,107,3.18,3.52,4.64,4.09,2.25,1.97,1.51,3.99,2.91,1.17,3.16,0,1,171.1
1,5,108,4.45,1.07,4.16,4.88,3.84,1.82,3.6,1.25,1.59,1.17,3.77,1,1,157.6
1,5,109,1.12,2.53,2.59,3.32,3.83,1.22,4.33,4.26,2.86,2.36,4.95,1,1,148.2
1,5,110,4.31,4.78,4.58,4.81,4.55,3.33,3.04,2.32,4.62,3.8,4.5,0,1,102.5
1,5,111,4.46,4.13,2.81,4.33,2.44,1.17,2.44,4.28,3.18,1.72,2.76,1,0,144.6
1,5,112,1.9,2.41,3.77,4.58,2.19,2.67,2.27,4.6,2.21,3.87,4.31,0,0,153.3
1,5,113,4.14,3.86,1.19,3.49,3.5,2.42,3.51,4.27,4.07,2.58,3.94,1,1,125.0
1,5,114,3.77,4.81,2.41,3.45,2.74,4.98,3.57,3.01,1.18,4.37,1.79,1,1,103.6
1,5,115,3.99,2.69,1.78,2.79,3.92,2.93,3.91,3.15,1.66,3.46,4.04,0,1,134.6
1,5,116,2.8,2.11,3.51,4.87,4.07,4.15,1.44,3.47,3.67,1.6,4.12,1,1,151.9
1,5,117,2.16,2.82,4.05,3.12,2.3,1.89,1.39,4.87,4.72,1.38,1.9,1,0,113.2
1,5,118,2.85,4.18,4.2,2.57,2.49,4.25,2.07,4.05,2.04,1.71,3.07,1,0,186.3
1,5,119,1.94,2.73,2.16,4.66,2.26,3.61,1.45,2.99,4.51,1.85,3.78,0,0,107.3
1,5,120,1.33,4.52,3.51,2.57,4.27,3.95,4.79,2.95,1.8,2.74,2.55,1,0,173.8
1,5,121,3.68,3.62,1.88,4.94,3.49,3.72,2.8,4.64,1.71,2.08,1.15,1,1,150.8
1,5,122,2.54,4.29,4.6,2.02,4.3,3.19,4.72,3.74,2.21,2.24,2.61,1,0,161.6
1,5,123,3.27,3.45,1.07,4.93,4.6,2.31,3.5,4.66,1.87,4.47,2.17,1,0,194.4
1,5,124,3.7,2.37,1.41,4.89,4.96,1.4,1.72,3.93,1.47,4.15,3.26,0,1,133.5
1,5,125,4.37,2.03,4.24,2.71,4.65,4.79,1.98,1.25,4.65,2.53,3.75,1,0,199.0
1,5,126,3.12,2.43,2.21,2.6,3.79,3.64,3.78,1.33,1.68,4.05,1.01,1,0,141.1
1,5,127,3.26,2.39,4.4,2.48,4.93,3.21,3.1,4.1,1.54,4.62,1.84,1,0,122.2
1,5,128,1.86,3.99,4.7,3.07,1.51,3.97,2.4,4.23,2.83,1.5,3.79,1,0,190.0
1,5,129,2.0,2.47,3.43,3.64,1.25,4.65,1.66,4.52,4.31,3.93,1.37,0,1,127.6
1,5,130,4.83,1.05,3.54,1.95,1.16,2.58,1.94,2.9,3.79,2.49,4.32,1,0,110.6
1,5,131,3.04,1.92,4.88,3.66,3.78,4.71,4.56,4.65,1.8,1.16,4.08,1,0,116.8
1,5,132,2.88,4.64,2.19,3.43,2.29,4.98,3.9,1.4,4.81,4.32,2.61,0,0,180.3
1,5,133,1.4,1.14,4.17,4.86,3.14,2.47,1.59,3.26,4.93,4.56,3.85,0,1,157.5
1,5,134,2.18,2.9,4.08,2.79,1.19,1.41,3.56,2.87,4.54,1.31,2.34,0,1,180.4
1,5,135,2.01,2.95,2.06,3.21,3.91,4.62,2.93,4.35,1.33,3.32,4.52,1,1,174.1
1,5,136,4.49,3.1,3.17,2.86,4.32,1.9,1.33,2.06,1.24,3.65,2.77,0,1,117.6
1,5,137,3.41,1.81,4.37,1.56,1.95,2.78,2.62,2.53,1.29,2.08,2.89,0,1,105.0
1,5,138,4.34,3.02,2.67,3.68,2.62,1.47,2.74,3.65,1.33,3.51,1.42,0,0,156.1
1,5,139,3.44,1.82,2.94,2.75,3.68,2.52,1.86,2.12,1.58,2.6,2.62,1,0,190.5
1,5,140,2.11,1.24,4.81,2.38,4.38,3.85,2.91,3.47,1.93,3.39,4.4,0,0,194.4
1,5,141,4.71,3.19,3.28,2.64,1.93,4.01,2.51,1.83,2.06,3.59,1.49,1,1,173.6
1,5,142,3.76,2.16,3.81,2.48,2.16,4.64,2.29,4.77,2.48,4.15,4.23,0,1,130.9
1,5,143,4.6,2.92,1.26,1.56,1.48,3.62,3.36,2.72,2.28,3.54,3.26,1,0,156.0
1,5,144,2.18,2.26,1.41,4.72,2.86,2.26,1.03,1.83,2.24,3.11,3.72,0,1,130.2
1,5,145,2.92,2.36,2.05,3.87,3.17,4.96,2.33,2.93,2.76,1.99,3.92,0,1,152.9
1,5,146,2.69,2.65,2.03,4.64,1.36,2.86,1.51,2.96,1.09,2.93,1.81,0,0,194.7
1,5,147,4.72,2.18,3.6,1.16,4.02,4.51,1.04,3.03,2.86,4.02,1.14,1,0,105.0
1,5,148,1.57,4.64,1.12,4.05,3.39,4.64,2.17,3.34,3.96,2.19,3.22,1,0,196.4
1,5,149,4.03,1.37,3.56,4.1,3.64,3.95,2.82,2.1,2.83,3.28,3.3,1,1,162.3
1,5,150,4.21,1.36,4.88,3.87,1.3,2.55,1.87,1.18,3.3,1.74,4.19,0,1,178.8
1,5,151,3.34,1.34,1.08,1.06,2.09,4.33,4.96,2.65,3.54,2.87,2.53,0,0,101.6
1,5,152,4.1,4.18,2.18,3.64,4.79,3.43,1.18,1.2,1.1,1.37,3.29,0,1,151.5
1,5,153,1.06,3.06,3.4,4.58,4.38,2.32,1.08,3.51,2.37,3.01,2.05,1,1,126.5
1,5,154,2.62,3.11,1.03,3.06,3.22,4.85,2.9,3.3,1.1,4.62,4.55,0,0,135.7
1,5,155,3.86,1.1,3.83,4.51,1.55,2.61,1.02,4.22,2.85,3.34,4.16,0,1,161.4
1,5,156,3.66,4.69,3.89,3.67,4.97,4.96,4.24,3.43,2.55,4.25,2.98,1,0,143.6
1,5,157,1.44,2.52,2.1,2.87,4.55,4.79,1.28,2.15,1.26,4.16,1.06,1,1,159.9
1,5,158,1.51,1.28,1.68,2.3,2.46,4.74,4.98,3.69,1.69,3.93,2.23,0,0,178.7
1,5,159,4.04,1.35,1.52,3.65,1.59,4.91,4.41,3.13,1.61,3.03,4.48,0,0,146.9
1,5,160,2.81,3.29,3.95,3.48,4.87,1.61,4.57,4.92,4.26,1.44,3.11,1,1,185.5
1,5,161,4.19,1.27,4.41,3.29,3.89,3.52,1.04,2.76,2.1,4.28,1.09,1,1,143.7
1,5,162,4.71,1.46,3.7,3.38,4.7,1.15,2.56,2.56,3.52,3.53,3.33,0,0,190.2
1,5,163,4.47,4.21,1.05,1.01,3.27,3.78,1.1,3.97,3.83,4.3,3.75,0,1,194.2
1,5,164,1.67,1.81,4.99,3.16,1.54,3.02,1.65,1.17,2.45,3.87,4.2,1,1,103.1
1,5,165,2.32,1.58,2.16,2.37,2.11,2.7,3.22,5.0,3.42,1.95,2.43,0,1,191.2
1,5,166,3.12,3.89,4.93,4.19,4.63,2.82,3.19,2.59,2.74,4.21,3.65,0,1,149.8
1,5,167,4.81,3.63,2.51,1.96,2.33,4.71,3.81,2.67,3.98,3.01,1.62,0,1,124.6
1,5,168,1.54,3.12,2.65,4.76,4.17,3.51,3.64,4.36,1.35,2.09,1.02,0,0,118.5
1,5,169,4.9,2.6,3.88,4.7,4.6,1.62,3.01,3.6,1.97,2.6,2.44,0,1,112.6
1,5,170,2.31,4.62,3.56,4.46,3.39,1.24,1.41,3.29,2.77,2.75,3.86,0,0,189.1
1,5,171,1.57,4.8,4.09,2.84,3.49,4.38,1.57,4.0,2.73,4.92,2.6,1,0,131.8
1,5,172,3.88,1.54,2.46,1.24,3.87,3.68,4.16,1.73,2.83,1.07,4.89,1,1,164.6
1,5,173,2.8,4.36,4.38,1.64,3.31,1.21,2.85,2.44,3.97,4.86,2.02,0,0,181.3
1,5,174,2.25,1.6,1.58,1.68,2.38,1.32,2.79,3.3,1.73,4.2,1.17,1,0,120.0
